,title,location,id,timestamp,user_name,user_url,description,user_type,exp_level,edu_level,emp_level,salary
658,مطلوب ٢٠ فرد امن فى مول تجارى بالساحل الشمالى,العصافرة، الإسكندرية,181325569,"تم إضافة الإعلان في 01:13 ص, 25 أغسطس 2021, ",شادية العطيفى المحامي,https://www.olx.com.eg/ads/user/85yUI/,مطلوب ٢٠فرد امن  داخل مول بالساحل الشمالى براتب يبدأ ب٢٧٥٠  يوجد تأمينات سكن على أعلى مستوى ومجهزمواصلات من والى العمل ١٢ساعة الاوراق المطلوبة اصل وصورة البطاقة اصل وصورة المؤهل ٢صورة أربعة فى ستة اصل الموقف من التجنيد فيش جنايى لصالح الشركة. اصل. صورة شهادة الميلاد للطلبة ما يفيد أنه طالب السن  من ١٨ل٤٠ الطول من ١٧٠لما فوق الأولوية باسبقية الحجز للاتصال على رقم ٠١٢١٢٩٦٩٨١١ ,رب عمل,دبلوم,حديث التخرج,دوام كامل,"2,750"
659,شاب ٣٢ سنه ابحث عمل مشرف امن,حى الجيزة، الجيزة,181325027,"تم إضافة الإعلان في 12:52 ص, 25 أغسطس 2021, ",محمد,https://www.olx.com.eg/ads/user/7jVBS/,شاب ٣٢ سنه الطول 180 الوزن 80 اجيد استخدام الكمبيوتر ومعي دورات في الامن الصناعي حسن المظهر وسبق ليا العمل كمشرف امن في احدي فنادق شرم الشيخ وبالمملكه العربيه السعوديه وابحث عن عمل مشرف امن ,,دبلوم,٣-٥ سنوات,دوام كامل,
660,شركة بلو سكاي للامن,حى الجيزة، الجيزة,181324959,"تم إضافة الإعلان في 12:52 ص, 25 أغسطس 2021, ",ابو جودي,https://www.olx.com.eg/ads/user/7zGiC/,مطلوب مراقبين امن لشركة امن كبري بالقرية الذاكية 12ساعة +مواصلات من القريه لفيصل و الهرم والداءري +تأمينات وزياده سنويه  المؤهل من دبلوم والسن ٢١ الي ٤٠ ولا يوجد رسوم احنا الشركة  للاستعلام 011 - أظهر الرقم - ,رب عمل,دبلوم,١-٣ سنوات,دوام كامل,"2,750"
661,مطلوب افراد امن ب العبور,"العبور, القاهرة",181330579,"تم إضافة الإعلان في 12:02 ص, 25 أغسطس 2021, ",Captain  Essam Fayed,https://www.olx.com.eg/ads/user/6R2ST/,"مطلوب افراد امن للعمل بمنطقه العبور "" كمبوندات سكنيه "" السن من ٢١ إلى ٤٥ والطول لا يقل عن ١٧٥ سم . المرتب ٢٦٠٠ و ٤ ايام اجازه شهريا ، بدل اضافى فى حاله عدم نزول اجازات . سكن للمغتربين ، فرص للترقى ، انتقالات داخليه من السكن للموقع والعكس ، زياده سنوى . ",رب عمل,دبلوم,١-٣ سنوات,دوام كامل,"2,600"
662,محتاج فرد أمن للعمل في مطعم 12 ساعة في مصر الجديدة,"الماظة, القاهرة",181328852,"تم إضافة الإعلان في 10:59 م, 24 أغسطس 2021, ",ناجي سالم,https://www.olx.com.eg/ads/user/7lOWu/,محتاج فرد أمن للعمل في مطعم 12 ساعة في مصر الجديدة ,,بدون شهادة,١-٣ سنوات,عمل حُر,
663,مطلوب افراد امن وحراسه بشركة ايجيل,وسط القاهرة، القاهرة,181328270,"تم إضافة الإعلان في 10:37 م, 24 أغسطس 2021, ",يوسف,https://www.olx.com.eg/ads/user/7M2RZ/,مطلوب افراد امن و حراسه بشركه ايجيل بشرط التفرغ ولا توجد شروط للوظيفه اماكن العمل ب الجيزة و المعادي و الدقي و ٦ اكتوبر و التجمع ب مرتب يتراوح من ٢٠٠٠ حتي ٣٠٠٠و توجد بعض التسهيلات وعدد ساعات العمل ٨ او ١٠ او ١٢ للاستفسار علي الخاص ,رب عمل,بدون شهادة,حديث التخرج,دوام كامل,
664,وظائف,"حدائق الاهرام, الجيزة",181317901,"تم إضافة الإعلان في 09:41 م, 24 أغسطس 2021, ",ساره,https://www.olx.com.eg/ads/user/7xbKt/,تعلن مجموعة البرديسي عن توافر فرص العمل الآتيه : 1- مراقبين كاميرات (السن لا يتجاوز 29 - خبرة سابقة سنة الى سنتين) 2- مشرف مراقب كاميرات (السن لا يتجاوز 35 – خبرة سابقة سنتين الى ثلاث سنوات) المهام الوظيفية: التأكد من فتح و غلق الفروع في المواعيد المحددة الرسمية لبدء و انتهاء العمل. مراقبة الشاشات الخاصة بـ كاميرات المراقبة للتأكد من اتباع الموظفين والزائرين لسياسات الشركة داخل الفروع المختلفة. رصد أية تجاوزات داخل الفروع المختلفة للشركة و الابلاغ عنها للمدير المباشر. إعداد التقارير اليومية والشهرية لتقديمها إلى المدير المباشر. تأدية أي مهام أخرى يطلبها المدير المباشر في نفس المستوى من المسؤولية. راتب ثابت + أرباح موسمية + برنامج المكافات و المزايا زيادة سنوية على الراتب فرص للترقيات يفضل من قاطني (حدائق الأهرام – الهرم – فيصل – أكتوبر) الفرع الرئيسي : حدائق الأهرام - البوابة الثانية الجديدة بوابة (أحمس) بجوار صيدلية 19011 ارسال السيرة الذاتية على 012 - أظهر الرقم - ,رب عمل,بكالوريوس,١-٣ سنوات,دوام كامل,"3,000"
665,مدير أمن ضابط شرطه بالمعاش,مركز الجيزة، الجيزة,181325867,"تم إضافة الإعلان في 09:14 م, 24 أغسطس 2021, ",صادق العويضي,https://www.olx.com.eg/ads/user/7NDlB/,ابحث عن عمل مدير لموقع أو شركة أمن او فندق ..خبره في مجال الأمن والحراسه ورسم الخطه الامنيه لاي مواقع أو فنادق او قري سياحيه ... عملت نائب مدير أمن للعديد من الشركات الرائدة في مجال الأمن والحراسه وكزا مستشار قانوني ,باحث عن عمل,دكتوراه,أكثر من ١٠ سنوات,دوام كامل,"2,000"
666,مشرفين و افراد امن,العصافرة، الإسكندرية,181309498,"تم إضافة الإعلان في 07:42 م, 24 أغسطس 2021, ",محمود,https://www.olx.com.eg/ads/user/88UmQ/,"مطلوب للتعين بدون رسوم اولا؛ أفراد أمن  للعمل بالساحل الشمالى - بنظام 26 يوم و4 ايام راحة :-٠ 2500 شامل الأقامة والأنتقالات فقط ، - وبنظام ال50 يوم و 10 أيام راحة :4800٠٠ شامل الأقامة والأنتقالات مطلوب, مشرفين امن بنظام 26 يوم عمل و 4 راحة براتب 3000 مع توفير اقامه. ثانيا؛ افراد امن للعمل بمنطقة ( برج العرب ) -تفاصيل العمل : 10 عمل + 5 راحه ثم 10عمل + 5راحه براتب 2350 جنيه ومواصلات داخليه. للتعيين: - اصل شهاده التجنيد - اصل شهاده الميلاد - اصل شهاده المؤهل - فيش جنائي بأسم ""شركة نسور جروب لخدمات الأمن والحراسة"" - عدد 1 صوره بطاقة - عدد 4 صوره شخصية - كعب عمل والحضور بمقر الشركة بالأسكندرية بـ7 ش السوسي متفرع من شارع بور سعيد ""كليوباترا حمامات"". لمزيد من الاستفسارات يرجي الاتصال من 10 صباحا حتى 5 مساءا علي الأرقام المعلنة ",رب عمل,إبتدائية / ثانوية,١-٣ سنوات,دوام كامل,"2,500"
667,مطلوب افراد امن للعمل بشركة كبرى في مجال الملابس,العوايد، الإسكندرية,181323112,"تم إضافة الإعلان في 07:39 م, 24 أغسطس 2021, ",mohamed abdalla,https://www.olx.com.eg/ads/user/801n3/,مطلوب افراد امن للعمل بشركة كبرى في مجال الملابس ,رب عمل,دبلوم,١-٣ سنوات,دوام كامل,
668,شركة كبرى بالعبور تطلب أفراد أمن للعمل بها,العبور، القاهرة,181323042,"تم إضافة الإعلان في 07:37 م, 24 أغسطس 2021, ",Management,https://www.olx.com.eg/ads/user/7r327/,فقط لسكان العبور ترسل البيانات مع صورة البطاقه بالواتس اب برقم الاعلان فقط ,رب عمل,دبلوم,١-٣ سنوات,دوام كامل,1
669,صابرر,الحضرة، الإسكندرية,181321251,"تم إضافة الإعلان في 06:39 م, 24 أغسطس 2021, ",باحث عن عمل,https://www.olx.com.eg/ads/user/7Ohr4/,موظف الصبح و بدور على شغل امن 8 ساعات بالليل ,باحث عن عمل,بكالوريوس,حديث التخرج,دوام جزئي,"2,000"
670,مطلوب افراد امن وحراسة في مول بمصر الجديدة,وسط القاهرة، القاهرة,181320189,"تم إضافة الإعلان في 06:07 م, 24 أغسطس 2021, ",Future modern,https://www.olx.com.eg/ads/user/6Y1UY/,مطلوب افراد امن في مول مصر الجديد ٨ساعات راتب ٢٧٠٠جنية الشروط من سن ٤٠:٢١ موقف محدد من التجنيد موهل لايقل عن دبلوم ,,دبلوم,حديث التخرج,دوام كامل,
671,بحث عن عمل,سيدى سالم، كفر الشيخ,181319314,"تم إضافة الإعلان في 05:45 م, 24 أغسطس 2021, ",شركة حورس,https://www.olx.com.eg/ads/user/7AEFk/,بدور على شغل حارس على عمارة ,باحث عن عمل,بدون شهادة,١-٣ سنوات,دوام كامل,"3,000"
672,مطلوب افراد امن,حدائق الاهرام، الجيزة,181317617,"تم إضافة الإعلان في 05:03 م, 24 أغسطس 2021, ",فاطمه زكريا,https://www.olx.com.eg/ads/user/7pNyY/,تعلن مستشفي الواحه عن حاجتها الي افراد امن خبره سنه علي الاقل ولا يتعدي السن عن 35 عام حسن المظهر ,,دبلوم,١-٣ سنوات,دوام كامل,
673,امن وحراسة,جسر السويس، القاهرة,181315148,"تم إضافة الإعلان في 03:59 م, 24 أغسطس 2021, ",اجي سيف للخدمات الامنية,https://www.olx.com.eg/ads/user/7yhax/,افراد امن للعمل بالسكة الحديد  (محطة مصر.... ورش السكة الحديد بالزاوية الحمراء ) ومواقع ادارية وسط البلد اكتوبر ومصر الجديدة للتواصل الاتصال على مسؤل التعيينات 010 - أظهر الرقم - ,رب عمل,إبتدائية / ثانوية,١-٣ سنوات,دوام كامل,"2,500"
674,مطلوب للعمل فورا,العبور، القاهرة,181314036,"تم إضافة الإعلان في 03:32 م, 24 أغسطس 2021, ",ا تامر عصام,https://www.olx.com.eg/ads/user/6VXeh/,مطلوب للعمل فورا عمال النظافة وأمن ,رب عمل,إبتدائية / ثانوية,حديث التخرج,عمل حُر,"2,000"
675,عاوز اشتغل حارس فلا في مكان,"كوم امبو, أسوان",181312059,"تم إضافة الإعلان في 02:45 م, 24 أغسطس 2021, ",مصطفي,https://www.olx.com.eg/ads/user/8809L/,محتاج شغل انا من اسوان عندى27سنه حارس فلا او اي شغل ,باحث عن عمل,دبلوم,٣-٥ سنوات,دوام كامل,
676,ابحث عن حارس فلاة,القاهرة الجديدة - التجمع، القاهرة,181305758,"تم إضافة الإعلان في 01:40 م, 24 أغسطس 2021, ",ادهم,https://www.olx.com.eg/ads/user/7L24x/,انا حارس وسائق خبرة 7 سنوات ومعي زوجتي تعمل بالداخل ومعي اولادي ,باحث عن عمل,إبتدائية / ثانوية,أكثر من ١٠ سنوات,دوام كامل,"4,000"
677,مطلوب موظف امن,6 أكتوبر، الجيزة,181309070,"تم إضافة الإعلان في 01:34 م, 24 أغسطس 2021, ",محمد,https://www.olx.com.eg/ads/user/6NVRK/,مطلوب موظف امن بشركة غذائية بالمنطقة الصناعية باكتوبر للعمل بنظام الورادي 8ساعات عمل باليوم الاجازة الجمعة والشرط انتهاء الجيش ويكون من سكان اكتوبر لانه لايوجد سكن .والراتب 2400ج وهناك بدل انتظام وكذلك اضافي على الاقل مرتين بالشهرويوجد تامينات اجتماعية وصحية وزيادات سنوية ونحن الشركة نفسها ولسنا مكتب توظيف .يؤجل ارسال الرقم للتواصل . ,رب عمل,دبلوم,١-٣ سنوات,دوام كامل,"2,400"
678,حارس فيلا,6 أكتوبر، الجيزة,181304989,"تم إضافة الإعلان في 01:12 م, 24 أغسطس 2021, ",باحث عن عمل,https://www.olx.com.eg/ads/user/7mMeF/,حارس فيلا وامين علي الامانه بدون اسره السن 35 سنه والله المستعان علي كل شيء ,باحث عن عمل,دبلوم,١-٣ سنوات,دوام كامل,"11,111"
679,مطلوب للتعين فورا بدون اي رسوم للعمل في توكيل سيارت با ابو رواش,مركز سوهاج، سوهاج,181304919,"تم إضافة الإعلان في 01:09 م, 24 أغسطس 2021, ",كريم,https://www.olx.com.eg/ads/user/7RGZ2/,مطلوب افراد امن وحرسة للعمل في ابو رواش بمرتب 3200 العمل 12ساعة لا يوجد اي رسوم المؤهل لايقل عن دبلوم استلام العمل بنفس اليوم العنوان 8عمارت العبور صلاح سالم امام الجهاز المركزي للمحاسبات الدور 6 ,رب عمل,دبلوم,حديث التخرج,دوام كامل,"3,200"
680,كول سنتر,القناطر الخيرية، القليوبية,181307141,"تم إضافة الإعلان في 12:40 م, 24 أغسطس 2021, ",بلال هشام,https://www.olx.com.eg/ads/user/885a5/,شغل كول سنتر وسوشيال ميديا ,رب عمل,دبلوم,١-٣ سنوات,دوام كامل,"3,500"
681,مطلوب مشرف بمدينه العاشر من رمضان,مدينة نصر، القاهرة,181305424,"تم إضافة الإعلان في 11:46 ص, 24 أغسطس 2021, ",العقيد محمد هجرس,https://www.olx.com.eg/ads/user/72Wvh/,مطلوب مشرف ذو خبره بالمصانع 2 وجبه عدد ساعات العمل 12 يوجد سكن و مواصلات المرتب 3500 و اربع ايام اجازه يفضل من لديه شهاده خبره الاوراق المطلوبه فيش جنائي حديث شهاده الميلاد اصل شهاده الجيش اصل المؤهل عدد 2 صوره يتم التواصل فون ,رب عمل,دبلوم,٣-٥ سنوات,دوام جزئي,350
682,مطلوب للتعيين مدير أمن,برج العرب، الإسكندرية,181305255,"تم إضافة الإعلان في 11:39 ص, 24 أغسطس 2021, ",مصنع زجاج,https://www.olx.com.eg/ads/user/6VSrD/,مطلوب للعمل بشركة صناعية كبرى ببرج العرب بالاسكندرية ( مدير أمن ) يشترط : 1: من قاطنى الاسكندرية 2: يفضل ان يكون من ابناء القوات المسلحة 3: خبرة لا تقل عن 10 سنوات 4: حاصل على دورات معتمده فى السلامة و الصحه المهنيه * الراتب عند المقابله فى مقر الشركة ارسال السيرة الذاتيه C.V عبر الموقع olx او الاتصال 011 - أظهر الرقم - من 9 ص الى 1 ظ عدا الجمعه و السبت ,رب عمل,بكالوريوس,أكثر من ١٠ سنوات,دوام كامل,500
683,مطلوب مدير تنفيذي,فيصل، الجيزة,181303943,"تم إضافة الإعلان في 10:52 ص, 24 أغسطس 2021, ",العميد محسن,https://www.olx.com.eg/ads/user/7Mj7L/,مطلوب مدير تنفيذي لشركة امن علي ان يكون خبرة في مجال الامن ( ظابط جيش سابقا ) المرتب 6000-7000 جنية للتواصل او ارسال cv من خلال هذا الرقم 011 - أظهر الرقم - ,رب عمل,بكالوريوس,٣-٥ سنوات,دوام كامل,"6,000"
684,مطلوب افراد امن,"مدينة الشروق, القاهرة",181302937,"تم إضافة الإعلان في 09:55 ص, 24 أغسطس 2021, ",ماستر إيجيبت,https://www.olx.com.eg/ads/user/7Ha6I/,للعمل فورا بدون رسوم شركة ماستر ايجيبت للامن والحراسة وفرت لك شغل ثابت.. أمن في مدينتي،تحت اعلي درجات السلامه والامان والتعقيم الدوري .. ،،، وكمان سكن وكل واحد ليه سرير لوحده،،، وبنسلمك يونيفورم وكمان باص هيوصلك من السكن للشغل و من الشغل للسكن،، وغير المرتب بيكون فى رزق تانى  بيجيلك باسلوبك واجتهادك في العمل ، سارع بالانضمام لفريق ماستر ايجيبت للامن والحراسه. *مطلوب أفراد أمن في منطقة الفيلات و القصور في مدينتي ...للتفاصيل:- 010 - أظهر الرقم - تعيين فوري بدون أي رسوم ... جهز ورقك و كلمناع الشغل في شركتنا مش مكاتب توظيف.. يعني ثبات و فرصة للترقية و شغل مع ناس هتهتم بيك و بسلامتك .. السن : ٢١-٤٥.. يعني ممكن طلبة او متخرجين إجادة القراءة و الكتابة ،،، و اماكن مميزة للمؤهلات (بنوك/قصور) أجازة ٥ أيام كل شهر... يعني ممكن تسافر لأهلك براحتك ... مرتب ٢٦٥٠-٣٠٠٠ ج/ الشهر.. حوافز و مكافئات تأمين طبي و أجتماعي بعد ٣ شهور الورق المطلوب: 1-فيش جنائي بأسم شركة ماستر ايجيبت للأمن 2-شهادة ميلاد 3-موقف الجيش 4-شهاده المؤهل 5-صورتين بطاقة ,,دبلوم,حديث التخرج,عمل حُر,
685,شركة أمن تبحث عن مالك كمبوند أو قريه او مول للتعاقد معه علي التأمين,القاهرة الجديدة - التجمع، القاهرة,181301440,"تم إضافة الإعلان في 07:25 ص, 24 أغسطس 2021, ",شركة أمن مرخصة,https://www.olx.com.eg/ads/user/7TdYG/,شركة أمن خبره في مجال تأمين المنشئات الهامه  تبحث عن مالك كمبوند أو قريه سياحيه  او مول للتعاقد معه علي تأمين وحراسة تلك المنشأت ,رب عمل,دكتوراه,أكثر من ١٠ سنوات,دوام كامل,
686,ببحث عن عمل,"أرض اللواء, الجيزة",181300043,"تم إضافة الإعلان في 04:16 ص, 24 أغسطس 2021, ",ابو حمزه,https://www.olx.com.eg/ads/user/7ZWrE/,ابحث عن عمل يكون ليلى ,باحث عن عمل,دبلوم,١-٣ سنوات,دوام كامل,
687,وظيفة بالتجمع الخامس شركة تريبل إس,عزبة النخل، القاهرة,181295517,"تم إضافة الإعلان في 01:55 ص, 24 أغسطس 2021, ",Mostafa Haidar,https://www.olx.com.eg/ads/user/7ZVjz/,بدون اي رسوم تحت اي مسمى ... تعلن شركة تريبل اس عن احتياجها لأفراد امن في مول في كمبوند في التجمع الخامس 12 ساعه راتب ٢٩٠٠ ج يوجد سكن +وجبة غداء + مواصلات داخليه العنوان :- مدينة نصر شارع مصطفى النحاس التوحيد والنور بعد مدرسة المنهل عماره 16 بلوك 35 شركة تريبل اس للأمن والحراسه مسئول التعيينات :- أ / مصطفي : 011‪51510692 ,رب عمل,دبلوم,١-٣ سنوات,دوام كامل,"2,900"
688,Hulk guards,"القاهرة الجديدة - التجمع, القاهرة",181297591,"تم إضافة الإعلان في 01:36 ص, 24 أغسطس 2021, ",Hulk,https://www.olx.com.eg/ads/user/865bB/,Hulķ securityللعمل على تأمين الشخصيات والفيلات والعمل مع الفنانين ورجال الأعمال وترجيع الحقوق ,,بكالوريوس,٣-٥ سنوات,دوام كامل,
689,حارس عماره او فيلا,القاهرة الجديدة - التجمع، القاهرة,181296913,"تم إضافة الإعلان في 01:11 ص, 24 أغسطس 2021, ",ادهم,https://www.olx.com.eg/ads/user/88uhL/,ادهم 31سنه اعزب خبره فى أعمال الزراعة وشبكات الرى التواصل واتس 011 - أظهر الرقم - ,باحث عن عمل,إبتدائية / ثانوية,٥-١٠ سنوات,دوام كامل,"3,000"
690,ابحث عن عمل مدير لموقع أو شركة أمن او قريه سياحيه أو فندق داخل او خارج,مدينة نصر، القاهرة,181296770,"تم إضافة الإعلان في 01:02 ص, 24 أغسطس 2021, ",صادق العويضي,https://www.olx.com.eg/ads/user/7NDlB/,ضابط شرطه بالمعاش السن 38سنه خبره سابقه في مجالات الأمن وتدريب أفراد الأمن ورسم الخطه الامنيه لاي موقع أو فندق او قريه أو كومباوند  ..حاصل على العديد من الدورات التدريبيه والفرق في مجال تأمين المنشآت الحيوية والشخصيات الهامة .. ,باحث عن عمل,دكتوراه,أكثر من ١٠ سنوات,دوام كامل,"1,000"
691,انا طالب نظم ومعلومات محتاج شغل ضروري امن او عيادة او صيدلية او مكتبة,دار السلام، القاهرة,181290944,"تم إضافة الإعلان في 11:53 م, 23 أغسطس 2021, ",بلحه,https://www.olx.com.eg/ads/user/7PIxZ/,انا طالب نظم ومعلومات محتاج شغل ضروري امن او عيادة او صيدلية او مكتبة او سوبر ماركت اي حاجه في نطاق المعادي او دار السلام مع توفير سكن للمغتربين ,باحث عن عمل,طالب,حديث التخرج,دوام كامل,1
692,سموحة الإسكندرية,سموحة، الإسكندرية,181293396,"تم إضافة الإعلان في 10:59 م, 23 أغسطس 2021, ",مومن,https://www.olx.com.eg/ads/user/855aV/,ضابط قوات مسلحة معاش ,باحث عن عمل,إبتدائية / ثانوية,أكثر من ١٠ سنوات,دوام جزئي,"3,000"
693,مطلوب افراد امن,القاهرة الجديدة - التجمع، القاهرة,181292627,"تم إضافة الإعلان في 10:35 م, 23 أغسطس 2021, ",اكرم اباظه,https://www.olx.com.eg/ads/user/7KuHt/,مطلوب افراد امن لمول بالتجمع الأول براتب ٣٢٥٠ ج شفت ١٢ ساعه يوجد سكن بالتجمع الأول علي إن يكون المتقدم  لشغل الوظيفه من الأقاليم واقصي سن ٣٥ سنه عمل ٣٠ يوم والتعامل مع اداره المول مباشره لا يوجد مصاريف اداريه ,رب عمل,دبلوم,١-٣ سنوات,دوام كامل,"3,250"
694,مطلوب افراد امن,مصر الجديدة، القاهرة,181286181,"تم إضافة الإعلان في 10:18 م, 23 أغسطس 2021, ",سيد المملوكى,https://www.olx.com.eg/ads/user/7qWa6/,"(مؤسسةروكسي التعليميه)تطلب وظائف في جميع المجالات،،،،، موظفين علاقات عامه و أفراد أمن وخدمة عملاء وكول سنتر و محاسبين لجميع فروع المؤسسه [سنتر روكسي التعليمي][سنتر الزيتون التعليمي] [سنترالفاروقيه التعليمي][سنترالاميريه ---- قريبا] [سنترالمقريزي --- قريبا] المقابله لجميع الوظائف الساعه ٥مساءا [سنتر روكسي التعليمي] مصر الجديده روكسي ١٣شارع الخليفه المأمون(مؤسسةروكسي التعليميه)تطلب وظائف في جميع المجالات،،،،، موظفين علاقات عامه و أفراد أمن وخدمة عملاء وكول سنتر و محاسبين لجميع فروع المؤسسه [سنتر روكسي التعليمي][سنتر الزيتون التعليمي] [سنترالفاروقيه التعليمي][سنترالاميريه ---- قريبا] [سنترالمقريزي --- قريبا] المقابله لجميع الوظائف الساعه ٥مساءا [سنتر روكسي التعليمي] مصر الجديده روكسي ١٣شارع الخليفه المأمون بالدور الأول علوي فوق مطعم تكا أمام مول سوق العصر وبدون رسوم"""" أن شاء الله"""" ",رب عمل,دبلوم,حديث التخرج,دوام كامل,10
695,أمن وحراسات,حى الجيزة، الجيزة,181291361,"تم إضافة الإعلان في 09:52 م, 23 أغسطس 2021, ",ahmed,https://www.olx.com.eg/ads/user/7BpPv/,مطلوب أفراد أمن للعمل في أبو رواش في الجيزة بمخازن سيارات غبور  براتب 3500ج في 30 يوم عمل وراتب 3000ج في 26 يوم عمل  4 أيام أجازه شهرياً أو يوم أسبوعياً  العمل 12 ساعه  السن من 20 الي 45 يوجد سكن  للمغتربين ومواصلات داخليه الأوراق المطلوبة  شهادة الميلاد والبطاقة واستكمال باقي الأوراق بعد أستلام العمل . أستلام العمل فوري في نفس اليوم ,رب عمل,إبتدائية / ثانوية,حديث التخرج,دوام كامل,"3,500"
696,مراقب كاميرات ابحث عن عمل,فيصل، الجيزة,181290054,"تم إضافة الإعلان في 09:07 م, 23 أغسطس 2021, ",عمر سعيد,https://www.olx.com.eg/ads/user/7vW5T/,مراقب كاميرات ابحث عن عمل في شركة أو بنك خبرة جيدة في هذا المجال ,باحث عن عمل,بكالوريوس,١-٣ سنوات,دوام كامل,
697,حارس خاص,أرض اللواء، الجيزة,181289541,"تم إضافة الإعلان في 08:50 م, 23 أغسطس 2021, ",ماهر,https://www.olx.com.eg/ads/user/7RTCz/,حارس خاص ل رجل اعمال او سيدة اعمال او اسرة مدرب جيم جسم رياضي 29 سنة ,باحث عن عمل,بكالوريوس,١-٣ سنوات,عمل حُر,
698,مطلوب موظفين امن,وسط القاهرة، القاهرة,181288893,"تم إضافة الإعلان في 08:26 م, 23 أغسطس 2021, ",Osama,https://www.olx.com.eg/ads/user/88DsW/,العمل ١٢ساعه يوميا/٢شيفت السن من ١٩الى ٤٥ ,رب عمل,بدون شهادة,حديث التخرج,دوام كامل,"2,500"
699,ضباط امن,المعمورة، الإسكندرية,181287372,"تم إضافة الإعلان في 07:38 م, 23 أغسطس 2021, ",Ashraf,https://www.olx.com.eg/ads/user/7Kcvz/,مطلوب ضباط امن براتب اجمالي2140جنيه. علاوه علي تامينات اجتماعيه بعد مده الاختبار علاوه علي الحوافز كل ثلاث اشهر  بالمنطقه الحره ,رب عمل,إبتدائية / ثانوية,١-٣ سنوات,دوام كامل,"2,140"
700,مدير أمن,مدينة المستقبل، القاهرة,181285644,"تم إضافة الإعلان في 06:45 م, 23 أغسطس 2021, ",سمير عبد الحميد,https://www.olx.com.eg/ads/user/7Vhhj/,مدير أمن لكوميوند او فندق أو شركة.... ,باحث عن عمل,ماجستير,أكثر من ١٠ سنوات,دوام كامل,0
701,لواء شرطة بالمعاش متوفر لديه شركة أمن مرخصة يبحث عن ملاك لكمبوند أو مو,القاهرة الجديدة - التجمع، القاهرة,181284489,"تم إضافة الإعلان في 06:12 م, 23 أغسطس 2021, ",لواء شرطة,https://www.olx.com.eg/ads/user/7TdYG/,لواء شرطة بالمعاش متوفر لديه شركة أمن مرخصة يبحث عن ملاك لكمبوند أو مولات تجاريه للتعاقد معهم علي تأمين تلك المنشأت من خلال شركة الأمن الخاصه به ,رب عمل,ماجستير,أكثر من ١٠ سنوات,عمل حُر,
702,مطلوب افراد امن,مدينة نصر، القاهرة,181283752,"تم إضافة الإعلان في 05:53 م, 23 أغسطس 2021, ",محمد,https://www.olx.com.eg/ads/user/79wQP/,مطلوب على وجه السرعة افراد امن شيفت ثابت بالنهار 8 ساعات يومين اجازة في الاسبوع المرتب 2000 السن من 20 الى 45 سنة ,,بدون شهادة,حديث التخرج,دوام كامل,
703,حارس امن,مدينة نصر، القاهرة,181282531,"تم إضافة الإعلان في 05:22 م, 23 أغسطس 2021, ",يحي السيد,https://www.olx.com.eg/ads/user/80iws/,مطلوب للعمل في القاهرة الكبرى افراد امن 2000جنيه ٨ ساعات عمل جمعه وسبت اجازة المقابله بدون رسوم الاجازات الرسمية ٤ ش جمال الدين عفيفى من ش احمد فخرى مدينة نصر ,,دكتوراه,حديث التخرج,دوام كامل,"2,000"
704,مطلوب افراد امن,القطامية، القاهرة,181281662,"تم إضافة الإعلان في 05:00 م, 23 أغسطس 2021, ",احمد hr,https://www.olx.com.eg/ads/user/7KAze/,مطلوب 50فرد امن مرتب 2500+4ايام وجبتين وسكن ومواصلات بمصنع بالعاشر من رمضان الشفت12س لتواصل ارسال البيانات الشخصيه عل وتس 010 - أظهر الرقم - ,رب عمل,دبلوم,حديث التخرج,دوام كامل,"2,500"
705,حارس عماره او فيلا او مزرعه,القاهرة الجديدة - التجمع، القاهرة,181275108,"تم إضافة الإعلان في 04:43 م, 23 أغسطس 2021, ",ادهم,https://www.olx.com.eg/ads/user/88uhL/,انا ادهم 31سنه ابحث عن شغل، اعزب، متفرغ ,باحث عن عمل,إبتدائية / ثانوية,٥-١٠ سنوات,دوام كامل,"2,500"
706,مشرف امن,المندرة، الإسكندرية,181280597,"تم إضافة الإعلان في 04:36 م, 23 أغسطس 2021, ",مشرف امن,https://www.olx.com.eg/ads/user/6RSjO/,السن 42سنة معاش قوات مسلحة ,باحث عن عمل,دبلوم,أكثر من ١٠ سنوات,عمل حُر,"4,000"
707,مطلوب فرد امن,"العبور, القاهرة",181279714,"تم إضافة الإعلان في 04:15 م, 23 أغسطس 2021, ",شركة الشروق الدولية للصناعة والتجارة,https://www.olx.com.eg/ads/user/77bbg/,مطلوب فرد امن لشركة فى العبور العمل 12 ساعة الراتب حسب الخبرة يفضل السكن القريب من العبور التواصل واتس على 010 - أظهر الرقم - ,رب عمل,دبلوم,٣-٥ سنوات,دوام كامل,35
